39:19.3,2,No Car,No Car,Sedan,No Car,No Car,No Car,9.55,48.95,67.38,4.94,18.04,30.23,44.3,48.03,1.04,20.07,67.07,43.54,16.57,33.58,-25.31,50.55,56.27,23.25,6.11,8.3,81.14,10.07,21.58,31.79,7.78,-5.66,32.75
39:26.3,2,No Car,No Car,Sedan,No Car,No Car,No Car,10.26,48.59,67.38,2.29,18.22,30.4,42.69,47.14,0.52,18.33,66.72,43.87,16.22,33.58,-26.68,51.63,57.7,22.9,7.55,7.94,81.14,9.71,21.58,31.79,8.51,-5.3,33.1
40:32.1,3,Sedan,No Car,No Car,No Car,No Car,No Car,10.26,46.45,70.46,6.35,18.04,32.27,45.73,47.32,2.76,19.37,64.27,45.22,17.1,32.69,-24.46,50.91,56.63,23.59,7.37,7.4,82.7,10.97,20.68,34.73,8.69,-6.94,33.62
40:44.0,3,Sedan,No Car,No Car,No Car,No Car,No Car,9.55,48.59,71.49,4.23,17.33,32.27,45.02,47.67,1.04,18.68,64.62,44.88,17.98,32.15,-24.29,51.45,57.52,24.8,7.73,5.59,82.7,13.49,19.6,34.38,8.14,-6.76,33.8
41:02.1,3,Sedan,No Car,No Car,No Car,No Car,No Car,10.08,48.05,68.92,4.05,17.51,32.44,43.59,49.11,2.07,19.55,66.55,46.06,17.81,32.33,-24.11,51.98,56.27,24.62,7.91,5.05,82.87,12.95,19.06,35.59,8.14,-6.4,33.45
41:09.1,3,Sedan,No Car,No Car,No Car,No Car,No Car,10.44,46.98,69.61,4.94,16.98,32.27,43.94,48.39,2.76,21.12,64.97,44.88,17.63,31.8,-24.63,52.34,55.56,23.94,7.01,7.04,83.04,12.05,20.68,35.77,7.78,-4.93,34.15
41:17.1,3,Sedan,No Car,No Car,No Car,No Car,No Car,9.73,48.05,68.58,3.88,18.04,30.57,43.23,48.75,0.69,19.2,65.15,45.72,17.81,32.33,-23.09,50.38,56.81,24.11,8.81,5.95,82.7,11.51,21.58,34.56,8.33,-5.85,33.97
41:25.1,3,Sedan,No Car,No Car,No Car,No Car,No Car,10.97,47.52,70.12,4.41,16.45,33.46,44.48,47.49,1.56,20.25,66.2,46.39,18.51,33.05,-24.8,52.88,55.74,24.11,8.99,6.86,82.87,11.15,20.14,34.9,7.24,-5.12,33.62
41:33.3,3,Sedan,No Car,No Car,No Car,No Car,No Car,10.26,48.59,70.12,5.47,17.86,31.76,43.77,47.49,1.56,17.98,64.27,44.55,17.45,33.41,-24.46,53.23,57.16,24.8,6.29,5.23,82,11.51,19.06,34.21,8.51,-6.03,33.45
41:40.3,3,Sedan,No Car,No Car,No Car,No Car,No Car,10.61,47.52,69.78,5.99,16.27,31.25,44.66,46.96,2.76,21.29,64.45,45.72,17.98,31.08,-23.26,53.77,56.63,23.25,7.55,6.13,82.87,10.61,20.32,34.04,9.41,-5.48,32.57
41:45.5,3,Sedan,No Car,No Car,No Car,No Car,No Car,10.44,49.13,68.58,5.64,15.92,31.59,44.66,48.39,0,19.9,65.15,45.39,19.57,30.9,-23.77,53.23,56.45,23.07,7.55,7.94,82.87,11.15,19.42,33.52,8.14,-6.4,33.8
2019-04-25 21:44:40.699607,4,No Car,No Car,No Car,No Car,No Car,Sedan,9.55,45.73,71.49,5.11,13.97,33.80,44.84,45.34,3.63,19.02,62.17,46.23,18.33,29.30,-23.94,51.81,53.95,25.48,6.65,3.79,82.35,12.05,17.44,33.69,9.05,-10.60,34.32
2019-04-25 21:45:26.121032,4,No Car,No Car,No Car,No Car,No Car,Sedan,9.20,45.73,70.46,5.64,14.15,33.29,44.48,45.70,3.63,17.63,62.17,46.90,17.28,30.01,-24.29,52.16,52.52,26.17,6.83,2.16,81.48,11.51,16.18,34.21,9.41,-12.06,33.97
2019-04-25 21:45:36.114136,4,No Car,No Car,No Car,No Car,No Car,Sedan,10.97,45.37,71.15,4.76,13.97,34.48,44.12,46.06,3.63,17.98,63.22,45.89,16.92,28.94,-22.23,51.81,52.52,24.11,7.01,3.43,82.70,11.87,15.10,34.90,10.32,-11.51,35.20
2019-04-25 21:45:42.186563,4,No Car,No Car,No Car,No Car,No Car,Sedan,10.08,45.20,70.63,4.94,13.80,32.61,42.87,46.24,3.11,17.98,62.17,46.56,16.92,29.30,-23.60,52.88,53.23,25.14,6.83,2.16,83.22,12.23,16.18,33.87,8.33,-9.50,33.97
2019-04-25 21:45:49.160995,4,No Car,No Car,No Car,No Car,No Car,Sedan,9.91,45.37,70.80,5.82,13.62,33.12,44.30,46.60,4.49,17.45,63.39,45.39,17.81,29.48,-23.09,52.16,53.23,25.83,6.11,3.61,82.52,11.69,17.08,34.38,8.33,-11.33,34.67
2019-04-25 21:45:57.195493,4,No Car,No Car,No Car,No Car,No Car,Sedan,9.37,45.55,69.61,5.82,14.33,34.14,43.94,45.88,2.76,20.25,63.04,47.07,17.28,29.30,-23.26,51.81,53.59,25.83,7.19,3.61,84.60,11.87,16.90,34.90,10.68,-11.88,34.85
2019-04-25 21:46:05.233236,4,No Car,No Car,No Car,No Car,No Car,Sedan,11.67,45.37,71.49,4.76,13.62,33.46,44.12,45.70,2.94,19.20,61.29,47.40,17.63,29.65,-23.94,51.81,52.52,26.86,7.01,2.71,82.70,12.77,16.00,33.35,10.32,-10.05,35.55
2019-04-25 21:46:13.264670,4,No Car,No Car,No Car,No Car,No Car,Sedan,8.84,46.45,71.49,6.17,13.97,33.46,45.02,45.16,4.15,18.50,63.04,47.07,18.16,30.55,-22.75,53.23,54.31,26.17,7.73,3.43,82.70,13.13,16.00,34.38,9.41,-11.33,35.02
2019-04-25 21:46:21.301287,4,No Car,No Car,No Car,No Car,No Car,Sedan,9.91,45.37,70.46,5.47,14.33,34.48,44.30,46.24,3.46,18.33,63.22,47.91,18.51,30.55,-23.43,52.52,54.31,24.45,7.01,3.43,82.70,12.95,16.18,35.59,8.51,-11.51,34.50
2019-04-25 21:46:29.336382,4,No Car,No Car,No Car,No Car,No Car,Sedan,9.73,45.20,71.32,5.47,13.97,32.78,44.12,46.42,3.63,18.50,60.94,46.39,16.57,28.58,-23.60,51.63,53.06,25.31,4.85,3.43,83.04,10.79,16.54,34.56,8.69,-10.96,34.67
2019-04-25 21:47:53.625895,5,No Car,No Car,No Car,Sedan,No Car,No Car,24.23,6.25,36.43,54.48,4.42,10.36,37.16,92.12,1.04,9.08,34.67,42.36,32.44,39.66,-30.10,62.88,86.46,13.43,0.72,-1.80,112.34,-14.92,32.55,-2.25,51.40,69.44,-35.38
2019-04-25 21:48:41.340687,5,No Car,No Car,No Car,Sedan,No Car,No Car,23.35,6.79,38.31,55.53,5.84,11.72,37.69,92.30,1.56,8.20,34.50,43.87,32.97,39.12,-30.27,62.88,86.82,14.46,1.26,-2.35,111.47,-16.36,34.34,-2.25,50.31,68.34,-33.97
2019-04-25 21:49:25.708736,5,No Car,No Car,No Car,Sedan,No Car,No Car,23.70,6.43,36.94,56.41,4.95,10.87,37.51,92.12,0.00,7.68,35.73,43.03,31.73,38.94,-29.42,61.81,86.46,13.43,1.44,-1.44,111.65,-15.10,31.65,-2.42,51.04,69.44,-32.92
2019-04-25 21:49:43.839187,5,No Car,No Car,No Car,Sedan,No Car,No Car,22.29,6.43,36.94,55.00,5.66,10.53,38.41,92.30,1.21,8.03,34.32,42.36,32.09,38.94,-30.44,62.88,84.67,14.81,-0.18,-1.62,111.47,-15.10,31.65,-0.69,50.49,69.62,-33.80
2019-04-25 21:49:56.852637,5,No Car,No Car,No Car,Sedan,No Car,No Car,24.76,6.79,38.31,56.41,4.60,9.85,38.23,92.12,0.69,8.03,34.67,42.70,32.61,38.76,-29.59,62.52,85.75,14.46,1.62,-0.18,111.47,-13.31,32.01,-2.76,51.58,69.62,-34.15
2019-04-25 21:50:10.015373,5,No Car,No Car,No Car,Sedan,No Car,No Car,25.65,6.61,35.06,55.71,3.89,10.53,38.41,91.22,0.52,8.38,35.02,43.70,31.73,39.66,-29.07,61.27,85.92,14.29,1.26,-3.43,112.86,-14.03,33.80,-2.42,50.67,68.34,-33.62
2019-04-25 21:50:30.116890,5,No Car,No Car,No Car,Sedan,No Car,No Car,24.23,6.97,38.82,56.41,5.31,11.21,39.12,92.30,1.21,8.20,34.50,41.86,32.26,38.41,-29.93,61.63,85.92,13.95,0.90,-1.98,112.17,-15.10,33.44,-2.07,51.04,69.08,-33.27
2019-04-25 21:50:48.109057,5,No Car,No Car,No Car,Sedan,No Car,No Car,24.41,7.15,37.28,56.24,5.13,10.70,38.76,93.02,0.52,6.63,34.32,43.37,31.56,39.84,-31.30,62.52,86.82,14.46,0.54,-1.62,111.47,-15.28,32.91,-3.28,50.67,69.08,-33.27
2019-04-25 21:50:57.198516,5,No Car,No Car,No Car,Sedan,No Car,No Car,23.53,9.11,37.45,55.00,5.66,9.85,36.98,93.02,1.21,8.73,34.67,44.71,33.14,39.30,-30.44,62.34,85.57,14.64,0.72,-1.44,112.34,-15.10,33.08,-2.07,51.58,68.16,-34.15
2019-04-25 21:51:23.329425,5,No Car,No Car,No Car,Sedan,No Car,No Car,24.94,6.61,36.43,55.36,3.54,10.19,37.34,92.30,0.52,7.85,33.80,42.86,32.26,39.48,-29.25,62.17,86.10,13.78,0.90,-1.98,111.47,-15.82,33.80,-1.73,50.86,68.16,-32.75
2019-04-25 21:51:33.625135,5,No Car,No Car,No Car,Sedan,No Car,No Car,24.23,6.97,38.14,56.77,4.60,9.85,37.69,93.73,-0.17,7.68,35.02,42.02,32.09,39.66,-29.42,62.52,86.46,14.81,0.36,-1.44,112.34,-15.10,33.44,-2.07,51.94,68.16,-33.80
2019-04-25 21:51:51.612401,5,No Car,No Car,No Car,Sedan,No Car,No Car,23.53,8.04,37.45,56.41,4.60,9.85,37.34,93.02,1.21,7.33,34.32,43.03,33.14,38.23,-29.07,61.27,87.00,15.33,0.90,-1.26,111.13,-16.18,33.44,-2.42,50.49,69.62,-35.55
2019-04-25 21:53:19.048452,6,No Car,No Car,Sedan,No Car,No Car,No Car,-14.15,26.80,68.41,-19.39,-7.08,33.97,19.29,24.02,6.57,-6.81,42.91,48.24,-7.23,6.97,-23.77,25.72,31.44,23.76,-21.94,-20.20,85.30,-14.56,-5.21,33.69,-19.00,-28.69,34.15
2019-04-25 21:53:29.665115,6,No Car,No Car,Sedan,No Car,No Car,No Car,-15.39,27.69,69.26,-20.80,-7.08,33.97,19.83,24.20,6.39,-5.76,41.50,47.57,-6.88,6.61,-22.06,26.44,33.23,23.42,-20.32,-21.47,84.78,-12.95,-5.39,32.14,-19.00,-28.69,33.45
2019-04-25 21:54:06.652906,6,No Car,No Car,Sedan,No Car,No Car,No Car,-14.33,27.33,68.24,-22.04,-6.90,32.78,20.19,23.84,5.70,-7.68,41.33,48.08,-7.58,6.61,-22.40,27.33,34.12,24.62,-21.76,-20.75,83.74,-15.64,-5.93,33.35,-17.92,-29.06,32.05
2019-04-25 21:54:51.935870,6,No Car,No Car,Sedan,No Car,No Car,No Car,-14.68,26.62,67.90,-21.16,-4.25,32.61,18.58,23.66,5.53,-8.20,42.20,48.58,-8.64,6.61,-22.75,25.55,33.05,24.28,-21.40,-21.11,83.39,-14.03,-6.11,32.83,-18.82,-28.14,32.92
2019-04-25 21:55:27.272615,6,No Car,No Car,Sedan,No Car,No Car,No Car,-15.21,25.37,67.73,-21.33,-7.25,33.12,18.04,24.55,6.05,-7.68,42.73,48.75,-8.11,6.07,-22.23,25.72,33.23,24.80,-21.94,-20.57,84.26,-15.46,-6.47,32.83,-17.74,-29.60,32.22
2019-04-25 21:55:39.226848,6,No Car,No Car,Sedan,No Car,No Car,No Car,-13.97,26.62,68.92,-20.63,-6.54,34.48,19.29,25.45,6.57,-6.81,42.91,48.24,-7.58,6.61,-24.11,25.55,33.76,24.62,-20.68,-20.02,85.12,-15.46,-6.47,33.17,-18.64,-28.32,32.05
2019-04-25 21:55:48.321081,6,No Car,No Car,Sedan,No Car,No Car,No Car,-14.86,26.44,69.09,-21.16,-6.37,32.95,19.47,24.20,5.36,-7.85,42.91,48.92,-8.11,6.43,-22.92,26.97,32.33,23.94,-21.40,-21.83,83.39,-15.10,-7.55,32.48,-19.36,-28.32,32.05
2019-04-25 21:55:56.357193,6,No Car,No Car,Sedan,No Car,No Car,No Car,-14.68,26.26,67.90,-21.51,-6.01,32.95,19.65,24.37,6.57,-6.46,43.61,48.24,-7.93,6.97,-22.75,25.90,32.69,23.25,-21.76,-21.11,83.74,-14.20,-6.65,33.69,-18.82,-30.70,31.87
2019-04-25 21:56:04.396831,6,No Car,No Car,Sedan,No Car,No Car,No Car,-15.92,26.44,69.09,-20.63,-6.90,32.10,19.29,24.02,6.22,-8.20,41.50,47.91,-8.11,6.43,-23.26,26.08,34.30,23.07,-21.94,-21.29,84.60,-14.03,-6.47,33.17,-18.64,-27.59,32.05
2019-04-25 21:56:13.482965,6,No Car,No Car,Sedan,No Car,No Car,No Car,-14.33,26.97,66.87,-20.98,-6.90,32.10,18.58,23.66,6.22,-7.33,41.68,48.08,-8.81,6.07,-23.26,25.19,34.12,24.28,-18.88,-20.75,84.08,-14.56,-6.65,31.96,-18.28,-29.06,32.05
2019-04-25 21:56:21.518892,6,No Car,No Car,Sedan,No Car,No Car,No Car,-15.74,25.55,68.58,-19.75,-6.01,33.63,19.29,23.30,6.22,-7.16,40.80,48.24,-7.40,5.72,-22.23,26.08,32.51,24.11,-21.94,-20.93,83.22,-15.28,-7.37,33.35,-17.92,-28.69,32.40
2019-04-25 21:56:30.608372,6,No Car,No Car,Sedan,No Car,No Car,No Car,-16.45,26.26,68.24,-21.51,-6.72,32.61,19.47,23.48,5.01,-8.38,43.08,49.08,-8.29,6.25,-22.75,26.80,31.80,24.11,-21.04,-18.94,84.43,-13.13,-7.01,33.00,-18.46,-27.78,32.57
2019-04-25 21:58:15.168088,7,Sedan,No Car,No Car,No Car,No Car,No Car,-14.68,26.97,66.87,-21.33,-6.54,31.76,17.33,23.48,6.05,-7.85,41.50,47.57,-10.40,8.04,-23.43,26.08,34.30,24.11,-22.12,-20.02,83.74,-14.74,-5.39,32.83,-20.45,-29.42,31.35
2019-04-25 21:58:29.563666,7,Sedan,No Car,No Car,No Car,No Car,No Car,-15.21,25.72,66.70,-21.16,-5.31,31.93,18.22,23.30,6.22,-7.68,41.33,47.07,-7.23,8.04,-24.46,25.90,32.69,23.25,-22.12,-20.75,82.70,-14.92,-5.21,32.31,-17.56,-28.32,32.05
2019-04-25 21:58:40.616642,7,Sedan,No Car,No Car,No Car,No Car,No Car,-14.86,26.44,67.38,-21.86,-7.78,31.93,18.58,22.94,6.91,-8.03,42.73,47.40,-8.11,6.07,-24.63,25.90,33.41,23.94,-21.04,-19.66,83.39,-17.44,-5.57,31.27,-20.45,-27.96,32.05
2019-04-25 21:58:48.801491,7,Sedan,No Car,No Car,No Car,No Car,No Car,-14.33,25.90,68.58,-20.63,-6.90,32.44,18.22,23.30,7.60,-8.20,42.56,46.90,-9.34,5.90,-24.11,25.19,33.41,23.25,-21.58,-19.84,82.18,-14.56,-5.93,33.69,-18.46,-27.05,32.22
2019-04-25 21:58:59.853347,7,Sedan,No Car,No Car,No Car,No Car,No Car,-15.74,25.55,66.87,-21.86,-8.14,32.61,18.58,24.37,6.22,-6.81,43.26,46.90,-8.46,6.43,-23.94,26.62,33.05,23.25,-22.48,-19.66,83.39,-15.64,-6.29,31.27,-18.82,-27.41,32.92
2019-04-25 21:59:08.040483,7,Sedan,No Car,No Car,No Car,No Car,No Car,-16.27,24.29,67.38,-20.98,-7.25,30.74,19.29,24.02,5.87,-7.33,41.68,47.40,-7.76,7.50,-24.29,24.83,33.05,23.25,-22.66,-20.20,82.52,-15.82,-6.47,31.79,-19.00,-26.86,32.40
2019-04-25 21:59:19.088399,7,Sedan,No Car,No Car,No Car,No Car,No Car,-13.62,24.83,66.53,-20.80,-7.78,31.25,17.51,21.87,6.22,-7.68,44.13,46.73,-8.64,6.25,-24.46,26.44,32.87,22.73,-22.48,-20.02,82.70,-15.28,-5.21,31.96,-19.18,-28.14,30.82
2019-04-25 21:59:30.143811,7,Sedan,No Car,No Car,No Car,No Car,No Car,-15.57,25.01,66.36,-21.68,-7.61,32.10,18.58,22.58,5.53,-8.90,42.56,47.23,-9.34,6.97,-23.77,25.55,34.12,23.94,-22.30,-20.20,82.52,-15.46,-5.75,33.17,-19.36,-27.96,32.05
2019-04-25 21:59:41.192435,7,Sedan,No Car,No Car,No Car,No Car,No Car,-16.10,26.26,66.53,-22.92,-6.72,30.57,18.22,23.66,6.91,-8.38,41.68,46.73,-8.81,6.43,-23.94,25.90,33.76,23.25,-22.48,-20.75,82.70,-16.18,-5.03,31.79,-19.18,-27.78,31.52
2019-04-25 21:59:54.204103,7,Sedan,No Car,No Car,No Car,No Car,No Car,-16.10,26.26,67.90,-21.86,-6.72,31.25,18.22,24.02,6.22,-8.55,41.85,47.23,-9.70,6.97,-23.43,26.26,33.41,22.90,-21.04,-18.94,84.08,-16.00,-5.21,34.38,-17.37,-28.14,32.57
2019-04-25 22:00:04.200066,7,Sedan,No Car,No Car,No Car,No Car,No Car,-15.57,25.72,66.36,-20.63,-6.19,31.76,17.69,24.20,6.74,-6.81,41.85,47.23,-8.64,7.68,-23.77,24.83,33.05,22.90,-22.66,-19.12,82.52,-16.00,-5.57,32.31,-18.10,-28.14,32.22
2019-04-25 22:00:12.234131,7,Sedan,No Car,No Car,No Car,No Car,No Car,-14.86,25.37,67.04,-21.68,-6.19,30.74,18.04,23.48,6.39,-8.55,40.10,46.56,-8.46,6.79,-23.94,26.97,31.62,24.62,-22.66,-19.12,82.87,-15.28,-6.29,31.27,-19.36,-28.69,31.35
2019-04-25 22:00:25.242491,7,Sedan,No Car,No Car,No Car,No Car,No Car,-15.03,26.62,66.87,-21.33,-6.54,31.76,18.40,23.84,5.01,-7.33,41.33,45.72,-8.81,7.86,-23.60,24.12,34.12,22.90,-21.76,-20.02,83.74,-14.74,-5.75,31.79,-19.55,-28.14,33.27
2019-04-25 22:01:47.133072,8,No Car,No Car,No Car,No Car,No Car,Sedan,-16.63,26.08,69.09,-20.63,-5.48,32.10,19.47,24.55,7.08,-8.90,40.45,47.57,-9.17,6.79,-23.26,26.80,34.30,23.42,-22.84,-22.55,84.08,-16.36,-6.65,33.69,-18.46,-28.87,32.22
2019-04-25 22:01:55.793437,8,No Car,No Car,No Car,No Car,No Car,Sedan,-16.98,26.44,68.41,-21.51,-5.66,31.93,18.94,24.73,5.87,-8.20,41.50,47.91,-8.99,7.68,-24.46,25.90,33.41,24.62,-21.94,-22.01,84.26,-14.56,-7.01,32.66,-18.82,-28.87,32.57
2019-04-25 22:02:04.883156,8,No Car,No Car,No Car,No Car,No Car,Sedan,-16.98,26.80,69.78,-23.45,-5.48,32.78,19.47,24.55,6.74,-8.73,41.68,49.42,-10.23,7.15,-22.92,25.72,33.23,24.45,-23.02,-22.37,84.60,-15.82,-7.55,32.83,-19.36,-27.96,32.40
2019-04-25 22:02:13.972741,8,No Car,No Car,No Car,No Car,No Car,Sedan,-16.63,27.51,68.75,-21.68,-3.01,33.46,20.01,25.45,6.57,-9.60,42.20,47.23,-7.58,5.90,-22.75,26.62,33.05,23.25,-23.56,-21.11,84.78,-14.56,-7.37,32.31,-19.91,-28.87,31.87
2019-04-25 22:02:22.913012,8,No Car,No Car,No Car,No Car,No Car,Sedan,-16.27,25.72,68.07,-21.51,-4.60,32.61,18.94,25.45,6.57,-8.90,42.56,48.58,-8.29,7.32,-21.72,27.15,35.01,23.76,-23.38,-22.01,83.56,-14.38,-6.83,33.52,-17.37,-27.78,32.92
2019-04-25 22:02:30.949444,8,No Car,No Car,No Car,No Car,No Car,Sedan,-14.68,27.33,68.58,-22.04,-6.19,33.80,18.40,25.27,5.70,-8.03,40.98,48.75,-9.17,6.79,-23.26,26.44,34.66,23.42,-23.73,-22.01,83.91,-16.00,-8.09,32.31,-19.18,-28.51,32.57
2019-04-25 22:02:41.097129,8,No Car,No Car,No Car,No Car,No Car,Sedan,-16.98,27.15,67.73,-21.33,-5.13,33.46,20.19,25.99,5.70,-9.08,40.63,46.73,-8.81,6.07,-22.92,26.80,32.87,25.83,-22.84,-22.55,85.12,-16.18,-7.19,33.87,-18.10,-29.24,32.92
2019-04-25 22:02:50.040464,8,No Car,No Car,No Car,No Car,No Car,Sedan,-16.80,26.97,69.95,-22.04,-6.54,33.46,19.83,24.91,5.70,-8.90,42.56,47.91,-8.46,7.15,-22.92,26.44,33.94,25.14,-23.56,-21.47,83.39,-16.54,-7.55,31.79,-18.28,-28.32,33.80
2019-04-25 22:02:58.076491,8,No Car,No Car,No Car,No Car,No Car,Sedan,-15.92,26.44,67.73,-22.21,-4.95,33.29,19.29,24.37,6.91,-7.85,41.15,49.25,-8.11,7.15,-22.92,26.26,34.12,24.97,-23.02,-23.45,85.99,-15.28,-7.73,31.62,-19.00,-29.06,32.75
2019-04-25 22:03:07.168736,8,No Car,No Car,No Car,No Car,No Car,Sedan,-15.74,25.90,69.26,-21.51,-6.72,33.63,18.76,25.27,6.05,-9.43,42.38,49.42,-7.93,6.61,-24.46,27.15,33.58,24.80,-23.38,-21.65,83.91,-15.64,-6.65,30.93,-18.10,-28.14,31.87
2019-04-25 22:03:16.255462,8,No Car,No Car,No Car,No Car,No Car,Sedan,-15.21,26.44,69.78,-20.10,-6.01,33.29,20.19,25.27,6.05,-8.55,41.50,48.58,-8.29,7.32,-22.06,26.44,33.58,24.11,-22.48,-21.11,84.43,-15.64,-6.65,32.66,-19.73,-28.32,32.40
2019-04-25 22:05:01.091547,9,No Car,No Car,No Car,Sedan,No Car,No Car,2.48,28.94,118.35,-42.66,1.42,74.40,9.29,22.22,38.01,2.27,63.57,73.46,-16.04,23.04,-8.72,27.51,30.37,52.35,-9.17,-8.84,101.42,-15.82,-1.08,47.34,-12.31,-30.70,60.94
2019-04-25 22:05:11.122579,9,No Car,No Car,No Car,Sedan,No Car,No Car,1.77,28.94,117.66,-44.25,3.01,74.23,8.40,22.76,35.07,1.22,63.92,72.45,-15.69,21.97,-8.04,24.83,30.90,52.18,-8.09,-9.56,102.11,-15.46,-1.80,48.38,-13.03,-31.43,61.64
